"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL14112";"SB-210313";"None";"366.44";"0";"3.47";"SB-210313";"Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccncc2)cc1";"Inhibition";"'='";"4.63";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL3215582";"";"None";"588.33";"1";"6.41";"1";"Cc1ccc2c(Nc3ccc(Cl)cc3)nccc2c1Nc1ncccc1-c1ncnc2[nH]cnc12.Cl.Cl.Cl";"Activity";"'='";"72.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1052951";"Inhibition of ROS1 assessed as enzyme activity at 1 uM relative to untreated control";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155237";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL275798";"";"None";"415.47";"0";"4.86";"SB-239272";"Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3)n2)cc1";"Inhibition";"'='";"4.83";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL519881";"GW861893X";"None";"483.53";"1";"5.66";"GW861893X";"COc1cc(Nc2ncc3c(C)nc(-c4cccc(Oc5ccccc5)c4)n3n2)cc(OC)c1OC";"Inhibition";"'='";"13.05";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL491473";"CEDIRANIB";"3.0";"450.51";"1";"5.22";"AZD-2171";"COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908596";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat Biotechnol";"2011";"None";"";""
"CHEMBL1895450";"GSK-2220400A";"None";"529.61";"1";"3.05";"GSK2220400A";"CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12";"Inhibition";"'='";"87.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL230597";"GSK-586581A";"None";"381.46";"0";"3.07";"GSK586581A";"CS(=O)(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1";"Inhibition";"'='";"4.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL520037";"GW837331X";"None";"459.43";"0";"4.89";"GW837331X";"COc1cc(Nc2ncc3c(C)nc(-c4cccc(C(F)(F)F)c4)n3n2)cc(OC)c1OC";"Inhibition";"'='";"10.52";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1096634";"GSK-943949A";"None";"447.50";"0";"2.28";"GSK943949A";"CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](N)c3ccccc3)cc21";"Inhibition";"'='";"9.48";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909352";"GW441806A";"None";"329.79";"0";"2.75";"GW441806A";"Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1.Cl";"Inhibition";"'='";"6.66";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL212250";"GW615311X";"None";"644.12";"2";"8.00";"GW615311X";"O=S(=O)(CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)c1ccccc1";"Inhibition";"'='";"3.57";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909365";"GW607049C";"None";"617.56";"2";"6.69";"GW607049C";"COC(=O)Nc1nc2ccc(Sc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1.O=S(=O)(O)O";"Inhibition";"'='";"-2.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909373";"GW701427A";"None";"497.90";"0";"4.88";"GW701427A";"COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1.Cl";"Inhibition";"'='";"-2.86";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL231209";"";"None";"378.43";"1";"5.33";"SID103904347";"Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1980297";"ILORASERTIB";"2.0";"488.55";"1";"5.18";"SID103904272";"Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12";"Ki";"'='";"5.012";"nM";"8.30";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1974288";"";"None";"318.38";"0";"3.21";"SID103904552";"O=C(NC(CO)c1ccccc1)c1ccc(-c2ccncc2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1974416";"";"None";"349.34";"0";"4.76";"SID103904194";"O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1cccc(F)c1F";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL1966343";"";"None";"256.31";"0";"3.00";"SID103904482";"CC(C)Cc1cc(-c2ccc3[nH]nc(N)c3c2)on1";"Ki";"'='";"158.49";"nM";"6.80";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL513330";"GW781673X";"None";"336.79";"0";"3.45";"GW781673X";"Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1";"Inhibition";"'='";"6.59";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL263796";"GW445014X";"None";"307.18";"0";"3.92";"GW445014X";"CNC(=O)c1cncc(/C=C/c2c(Cl)cccc2Cl)c1";"Inhibition";"'='";"11.05";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909409";"GSK-238583A";"None";"653.68";"1";"4.58";"GSK238583A";"O=C(O)C(F)(F)F.O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Cc5ccccc5)cc4)c3s2)C1)N1CCOCC1";"Inhibition";"'='";"-0.61";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL215993";"GW284372X";"None";"393.45";"1";"6.21";"GW284372X";"c1ccc(COc2ccc(Nc3ncnc4ccc(-c5ccco5)cc34)cc2)cc1";"Inhibition";"'='";"2.59";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909386";"GW566221A";"None";"565.10";"2";"5.35";"GW566221A";"CS(=O)(=O)CCNCc1coc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)c1.Cl";"Inhibition";"'='";"4.27";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909399";"GW352430A";"None";"457.94";"0";"2.28";"GW352430A";"Cl.NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccncc4)c32)cc1";"Inhibition";"'='";"9.09";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL181361";"GW693481X";"None";"305.37";"0";"3.40";"GW693481X";"Nc1nc(-c2ccccn2)c(-c2ccc3ncccc3n2)s1";"Inhibition";"'='";"2.94";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1909359";"GW771127A";"None";"459.96";"0";"2.83";"GW771127A";"Cc1c2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2nn1C.Cl";"Inhibition";"'='";"78.12";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL267228";"";"None";"371.40";"0";"4.03";"SB-431533";"OCc1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1";"Inhibition";"'='";"6.84";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1999496";"";"None";"342.44";"0";"4.64";"SID103904958";"Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL404367";"";"None";"372.43";"0";"4.17";"SID103904339";"Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL450519";"";"None";"309.37";"0";"2.31";"17";"Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNCC1";"Activity";"";"";"";"";"";"Not Evaluated";"";"";"";"";"";"0";"CHEMBL1035900";"Binding affinity to human ROS at 10 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151712";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL505915";"GSK-1751853A";"None";"601.69";"1";"3.61";"GSK1751853A";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCN(C(C)C)CC1)CC2";"Inhibition";"'='";"73.65";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL473420";"GSK-1030058A";"None";"492.48";"1";"5.49";"GSK1030058A";"COC(=O)c1sc(-n2cnc3cc(OC)c(OC)cc32)cc1OCc1ccccc1C(F)(F)F";"Inhibition";"'='";"12.31";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1882194";"GW780056X";"None";"373.46";"0";"3.77";"GW780056X";"CCN(CC)Cc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1";"Inhibition";"'='";"34.45";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL476351";"GW775608X";"None";"470.57";"0";"4.29";"GW775608X";"Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1";"Inhibition";"'='";"-0.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL179311";"GW580509X";"None";"388.45";"0";"3.90";"GW580509X";"CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(OC)c3)o2)c1";"Inhibition";"'='";"9.78";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962168";"GSK_PKIS: ROS mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL318892";"";"None";"428.52";"1";"5.16";"SB-236687";"CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1";"Inhibition";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962169";"GSK_PKIS: ROS mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";"";""
"CHEMBL1738797";"ALECTINIB";"4.0";"482.63";"0";"4.77";"Alectinib; CH5424802";"CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O";"Ki";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"11.81";"0.22";"0.93";"7.88";"0";"CHEMBL4266245";"Inhibition of ROS1 L2026M mutant (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"P08922";"L2026M";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4265874";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL428690";"ALVOCIDIB";"3.0";"401.85";"0";"3.30";"Flavopiridol";"CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908596";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat Biotechnol";"2011";"None";"";""
"CHEMBL573339";"PI-103";"None";"348.36";"0";"2.98";"PI-103";"Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908596";"Binding constant for ROS1 kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat Biotechnol";"2011";"None";"";""
"CHEMBL560813";"";"None";"333.31";"0";"2.84";"SID103904886";"N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
"CHEMBL213505";"";"None";"414.35";"0";"4.53";"SID103904357";"Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12";"Ki";"'='";"199.53";"nM";"6.70";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963751";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: ROS1";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5568";"Proto-oncogene tyrosine-protein kinase ROS";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";""
